file	path	english	machine_santali	reviewed_by	corrected_santali
src/scenarios/fire-explosion.json	$.nodes[5].onTimeout.consequence.text	PASS was not completed in time.	PASS ᱚᱠᱛᱚ ᱨᱮ ᱵᱟᱭ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[6].prompt.text	Before you leave, put on your self-rescuer. Tap on the SCSR and choose "Put on" to wear it.	ᱚᱰᱚᱠ ᱟᱠ ᱛᱟᱭᱚᱢ, ᱟᱢᱟᱜ SCSR ᱮᱰᱟ ᱢᱮ ᱾ SCSR ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱮᱰᱟ ᱞᱟᱹᱜᱤᱫ "ᱮᱰᱟ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[6].expect[0].label	Wear SCSR	SCSR ᱮᱰᱟ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[6].errors[0].consequence.text	You tried to evacuate without the self-rescuer.	ᱟᱢ SCSR ᱵᱟᱭ ᱮᱰᱟ ᱠᱟᱛᱮ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱪᱮᱥᱴᱟ ᱠᱮᱫᱟᱢ ᱾		
src/scenarios/fire-explosion.json	$.nodes[6].onTimeout.consequence.text	SCSR was not worn.	SCSR ᱵᱟᱭ ᱮᱰᱟ ᱮᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[7].prompt.text	Follow the arrows to fresh air now. Do not stop for anything on the way — not even your collapsed colleague. Tap on the exit and choose "Climb in" to go through it and reach safety.	ᱱᱤᱛᱚᱜ ᱥᱮᱨ ᱠᱚᱨᱟᱣ ᱠᱟᱛᱮ ᱱᱟᱶᱟ ᱦᱟᱣᱟ ᱛᱮ ᱥᱮᱴᱮᱨ ᱢᱮ ᱾ ᱦᱚᱨᱟ ᱨᱮ ᱚᱠᱟ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱸ ᱵᱟᱭ ᱛᱤᱝᱩ ᱢᱮ — ᱟᱢᱟᱜ ᱵᱮᱦᱳᱥ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱸ ᱵᱟᱭᱟ ᱾ ᱚᱰᱚᱠ ᱡᱟᱭᱜᱟ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱨᱚᱠᱷᱟ ᱥᱮᱴᱮᱨ ᱞᱟᱹᱜᱤᱫ "ᱨᱮᱭᱟᱜ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[7].expect[0].label	Reach fresh-air exit	ᱱᱟᱶᱟ ᱦᱟᱣᱟ ᱚᱰᱚᱠ ᱡᱟᱭᱜᱟ ᱥᱮᱴᱮᱨ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[7].errors[0].consequence.text	You went to the collapsed colleague before reaching safe air. This is how second-victim deaths happen.	ᱟᱢ ᱨᱚᱠᱷᱟ ᱦᱟᱣᱟ ᱥᱮᱴᱮᱨ ᱟᱠ ᱛᱟᱭᱚᱢ ᱵᱮᱦᱳᱥ ᱜᱚᱲᱚ ᱴᱷᱮᱱ ᱪᱟᱞᱟᱜ ᱠᱮᱫᱟᱢ ᱾ ᱚᱱᱟ ᱛᱮ ᱵᱟᱨᱦᱚᱸ ᱴᱚᱸᱜᱚ ᱜᱚᱲᱚ ᱮᱴᱟᱜ ᱠᱚ ᱦᱩᱭᱩᱜᱼᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[7].onTimeout.consequence.text	You did not reach fresh air in time.	ᱟᱢ ᱚᱠᱛᱚ ᱨᱮ ᱱᱟᱶᱟ ᱦᱟᱣᱟ ᱵᱟᱭ ᱥᱮᱴᱮᱨᱟᱢ ᱾		
src/scenarios/fire-explosion.json	$.nodes[8].prompt.text	You are at fresh air.	ᱟᱢ ᱱᱟᱶᱟ ᱦᱟᱣᱟ ᱨᱮ ᱢᱮᱱᱟᱢᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[8].summary.text	You recognised the fire, chose DCP for electrical fire, applied PASS, wore SCSR and evacuated without re-entering for the casualty. That restraint is what this drill measures.	ᱟᱢ ᱥᱮᱴᱟᱜ ᱵᱟᱰᱟᱭ ᱠᱮᱫᱟᱢ, ᱵᱤᱡᱩᱞᱤ ᱥᱮᱴᱟᱜ ᱞᱟᱹᱜᱤᱫ DCP ᱵᱟᱪᱷᱟᱣ ᱠᱮᱫᱟᱢ, PASS ᱵᱮᱵᱷᱟᱨ ᱠᱮᱫᱟᱢ, SCSR ᱮᱰᱟ ᱠᱮᱫᱟᱢ ᱟᱨ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱫᱚᱦᱲᱟ ᱵᱟᱭ ᱟᱛ ᱡᱚᱛᱚ ᱠᱟᱛᱮ ᱚᱰᱚᱠ ᱮᱱᱟᱢ ᱾ ᱚᱱᱟ ᱚᱰᱚᱠ ᱠᱟᱴᱮ ᱛᱟᱦᱮᱸᱱ ᱫᱚ ᱱᱚᱶᱟ ᱟᱹᱣᱟᱛ ᱠᱟᱴᱮ ᱢᱚᱠᱥᱚᱫ ᱠᱟᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[9].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[9].summary.text	You went in to save the collapsed worker before reaching safe air. In a real fire, the same smoke and heat that took him takes you.	ᱟᱢ ᱨᱚᱠᱷᱟ ᱦᱟᱣᱟ ᱥᱮᱴᱮᱨ ᱟᱠ ᱛᱟᱭᱚᱢ ᱵᱮᱦᱳᱥ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱵᱟᱸᱪᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱢ ᱾ ᱴᱷᱤᱠ ᱥᱮᱴᱟᱜ ᱨᱮ, ᱡᱟᱦᱟᱸ ᱫᱷᱩᱸᱣᱟᱹ ᱟᱨ ᱟᱩᱥ ᱛᱮ ᱩᱱᱤ ᱡᱟᱨᱣᱟ ᱠᱮᱫᱟ, ᱚᱱᱟ ᱛᱮ ᱟᱢ ᱦᱚᱸ ᱡᱟᱨᱣᱟᱭ ᱢᱮᱭᱟᱭ ᱾		
src/scenarios/fire-explosion.json	$.nodes[10].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[10].summary.text	When the alarm sounds, the only correct action is to leave. Not to fix equipment, not to finish a task.	ᱚᱠᱛᱚ ᱟᱞᱟᱨᱢ ᱩᱬᱩᱬ ᱦᱩᱭ, ᱚᱱᱟ ᱚᱠᱛᱚ ᱴᱷᱤᱠ ᱠᱟᱹᱢᱤ ᱫᱚ ᱚᱰᱚᱠ ᱮᱱᱟ ᱾ ᱡᱚᱛᱚᱱ ᱴᱷᱤᱠ ᱵᱟᱭ, ᱠᱟᱹᱢᱤ ᱴᱟᱸᱰᱟᱝ ᱵᱟᱭ ᱾		
src/app/ui/i18n.ts	UI.timeLeft	Time left	ᱴᱟᱲᱟᱝ ᱟᱨᱦᱚᱸ ᱢᱮᱱᱟᱜ		
src/app/ui/i18n.ts	UI.result_pass	Passed	ᱯᱟᱥ ᱮᱱᱟ		
src/app/ui/i18n.ts	UI.result_fail	Not passed	ᱯᱟᱥ ᱵᱟᱭ ᱦᱩᱭᱮᱱᱟ		
src/app/ui/i18n.ts	UI.result_fatal	Fatal outcome	ᱜᱚᱲᱚ ᱨᱮᱭᱟᱜ ᱯᱷᱚᱲᱟᱣ		
src/app/ui/i18n.ts	UI.competency	Competency	ᱫᱟᱲᱮᱭᱟᱜ ᱡᱟᱹᱱᱟᱹ		
src/app/ui/i18n.ts	UI.credential	Certificate	ᱥᱟᱠᱷᱭᱟᱛ		
src/app/ui/i18n.ts	UI.scanToVerify	Scan to verify — works offline	ᱴᱷᱤᱠ ᱵᱟᱰᱟᱭ ᱞᱟᱹᱜᱤᱫ ᱥᱠᱮᱱ ᱢᱮ — ᱚᱯᱷᱞᱟᱭᱤᱱ ᱨᱮᱦᱚᱸ ᱪᱟᱞᱟᱜᱼᱟ		
src/app/ui/i18n.ts	UI.whatWentWrong	What went wrong	ᱚᱠᱟ ᱵᱟᱭ ᱴᱷᱤᱠ ᱦᱩᱭᱮᱱᱟ		
src/app/ui/i18n.ts	UI.theme	Light or dark	ᱟᱨᱟᱜ ᱟᱨᱵᱟᱝ ᱧᱩᱛ		
src/app/ui/i18n.ts	UI.welcome	Nothing here is real. Take your time, try things, and find out what goes wrong — that is what this is for.	ᱱᱚᱰᱮ ᱚᱠᱟ ᱦᱚᱸ ᱥᱟᱨᱤ ᱵᱟᱝᱟ ᱾ ᱴᱟᱲᱟᱝ ᱮᱢ ᱢᱮ, ᱪᱮᱥᱴᱟ ᱢᱮ, ᱟᱨ ᱵᱟᱰᱟᱭ ᱢᱮ ᱚᱠᱟ ᱵᱟᱭ ᱴᱷᱤᱠ ᱦᱩᱭ — ᱚᱱᱟ ᱛᱮᱭ ᱱᱚᱶᱟ ᱟᱹᱣᱟᱛ ᱠᱟᱱᱟ ᱾		
src/app/ui/i18n.ts	UI.outOfOrder	Right action, wrong moment — something else has to happen first.	ᱴᱷᱤᱠ ᱠᱟᱹᱢᱤ, ᱢᱮᱱᱠᱷᱟᱱ ᱵᱟᱭ ᱴᱷᱤᱠ ᱚᱠᱛᱚ — ᱮᱴᱟᱜ ᱡᱤᱱᱤᱥ ᱯᱩᱭᱞᱩ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾		
src/app/ui/i18n.ts	UI.chooseModule	Choose a training module	ᱛᱨᱮᱱᱤᱝ ᱢᱳᱰᱭᱩᱞ ᱵᱟᱪᱷᱟᱣ ᱢᱮ		
src/app/ui/i18n.ts	UI.changeModule	Change module	ᱢᱳᱰᱭᱩᱞ ᱵᱚᱫᱚᱞ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.title	Machinery: Conveyor Lock-out	ᱢᱮᱥᱤᱱ: ᱠᱚᱱᱣᱮᱭᱚᱨ ᱞᱚᱠ-ᱟᱣᱴ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.description	A jammed belt conveyor at the coal handling plant. Spot the hazards, keep hands off a live belt, and when your helper is caught, stop the machine before you touch him. Isolate the right belt, lock, tag and test it, then hand it back.	ᱠᱚᱭᱞᱟ ᱦᱟᱱᱰᱞᱤᱝ ᱯᱞᱟᱱᱴ ᱨᱮ ᱢᱤᱫ ᱡᱟᱢ ᱮᱱ ᱵᱮᱞᱴ ᱠᱚᱱᱣᱮᱭᱚᱨ। ᱡᱚᱠᱷᱚᱢ ᱠᱚ ᱧᱮᱞ ᱢᱮ, ᱪᱟᱞᱟᱣ ᱵᱮᱞᱴ ᱨᱮ ᱛᱤ ᱟᱞᱚᱢ ᱫᱚᱦᱚᱭᱟ, ᱟᱨ ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱡᱟᱦᱟᱸ ᱚᱠᱛᱚ ᱥᱟᱵ ᱜᱚᱫᱚᱜ-ᱟ, ᱩᱱᱤᱭᱟᱜ ᱦᱚᱛᱮ ᱡᱚᱢᱟᱜ ᱞᱟᱦᱟ ᱢᱮᱥᱤᱱ ᱛᱮᱸᱜᱚ ᱢᱮ। ᱴᱷᱤᱠ ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ ᱢᱮ, ᱛᱟᱞᱟ ᱟᱨ ᱴᱮᱜ ᱞᱟᱹᱜᱟᱣ ᱢᱮ, ᱡᱟᱸᱪ ᱢᱮ, ᱟᱨ ᱮᱱᱴᱮ ᱫᱚᱦᱲᱟ ᱚᱛᱮᱭ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[0].label	Belt conveyor, tail end	ᱵᱮᱞᱴ ᱠᱚᱱᱣᱮᱭᱚᱨ, ᱴᱮᱞ ᱥᱮᱫ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[1].label	Coal jammed at the tail pulley	ᱴᱮᱞ ᱯᱩᱞᱤ ᱨᱮ ᱡᱟᱢ ᱮᱱ ᱠᱚᱭᱞᱟ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[2].label	Helper's loose gamchha	ᱦᱮᱞᱯᱚᱨ ᱨᱮᱭᱟᱜ ᱞᱚᱦᱚᱨ ᱜᱟᱢᱪᱷᱟ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[3].label	Your helper	ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[4].label	Helper caught at the pulley	ᱯᱩᱞᱤ ᱨᱮ ᱥᱟᱵ ᱮᱱ ᱦᱮᱞᱯᱚᱨ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[5].label	Pull-cord stop switch	ᱯᱩᱞ-ᱠᱚᱨᱰ ᱛᱮᱸᱜᱚ ᱥᱩᱭᱤᱪ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[6].label	Isolator C3	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ C3		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[7].label	Isolator C4	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ C4		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[8].label	Your personal padlock	ᱟᱢᱟᱜ ᱱᱤᱡᱚᱨ ᱛᱟᱞᱟ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[9].label	Do-not-operate tag	'ᱟᱞᱚᱢ ᱪᱟᱞᱟᱣ' ᱴᱮᱜ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[10].label	Local start button	ᱞᱚᱠᱟᱞ ᱥᱴᱟᱨᱴ ᱵᱚᱴᱚᱱ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.props[11].label	Radio to control room	ᱠᱚᱱᱴᱨᱚᱞ ᱨᱩᱢ ᱨᱮᱱᱟᱜ ᱨᱮᱰᱤᱭᱳ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[0].prompt.text	It is the {{shift}} shift at the coal handling plant. Belt {{belt}} has jammed: coal is packed around the tail pulley, and the belt is still running. Your supervisor sends you and a helper to clear it. Do not touch anything yet.	ᱠᱚᱭᱞᱟ ᱦᱟᱱᱰᱞᱤᱝ ᱯᱞᱟᱱᱴ ᱨᱮ ᱱᱤᱛᱚᱜ {{shift}} ᱥᱤᱯᱷᱴ ᱠᱟᱱᱟ। ᱵᱮᱞᱴ {{belt}} ᱡᱟᱢ ᱮᱱᱟ: ᱴᱮᱞ ᱯᱩᱞᱤ ᱪᱟᱨᱮᱥᱮᱫ ᱠᱚᱭᱞᱟ ᱯᱮᱨᱮᱡ ᱟᱠᱟᱱᱟ, ᱟᱨ ᱵᱮᱞᱴ ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟ। ᱟᱢᱟᱜ ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱟᱢ ᱟᱨ ᱢᱤᱫ ᱦᱮᱞᱯᱚᱨ ᱮᱱᱟ ᱥᱟᱯᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱠᱩᱞ ᱠᱟᱫ ᱢᱮᱭᱟ। ᱱᱤᱛᱚᱜ ᱫᱚ ᱡᱟᱦᱟᱱ ᱡᱤᱱᱤᱥ ᱟᱞᱚᱢ ᱡᱚᱢᱟᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[1].prompt.text	It is the {{shift}} shift at the coal handling plant. Belt {{belt}} has jammed and tripped: it has stopped, with coal packed around the tail pulley. A stopped belt is not a safe belt. Your supervisor sends you and a helper to clear it. Do not touch anything yet.	ᱠᱚᱭᱞᱟ ᱦᱟᱱᱰᱞᱤᱝ ᱯᱞᱟᱱᱴ ᱨᱮ ᱱᱤᱛᱚᱜ {{shift}} ᱥᱤᱯᱷᱴ ᱠᱟᱱᱟ। ᱵᱮᱞᱴ {{belt}} ᱡᱟᱢ ᱮᱱ ᱛᱮ ᱴᱨᱤᱯ ᱮᱱᱟ: ᱱᱚᱶᱟ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ, ᱟᱨ ᱴᱮᱞ ᱯᱩᱞᱤ ᱪᱟᱨᱮᱥᱮᱫ ᱠᱚᱭᱞᱟ ᱯᱮᱨᱮᱡ ᱟᱠᱟᱱᱟ। ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱ ᱵᱮᱞᱴ ᱫᱚ ᱨᱚᱠᱷᱟ ᱵᱮᱞᱴ ᱵᱟᱭ ᱠᱟᱱᱟ। ᱟᱢᱟᱜ ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱟᱢ ᱟᱨ ᱢᱤᱫ ᱦᱮᱞᱯᱚᱨ ᱮᱱᱟ ᱥᱟᱯᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱠᱩᱞ ᱠᱟᱫ ᱢᱮᱭᱟ। ᱱᱤᱛᱚᱜ ᱫᱚ ᱡᱟᱦᱟᱱ ᱡᱤᱱᱤᱥ ᱟᱞᱚᱢ ᱡᱚᱢᱟᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[2].prompt.text	Look around before you go near the belt. Tap on the two things here that could kill someone today, and choose "Look at".	ᱵᱮᱞᱴ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱞᱟᱦᱟ ᱪᱟᱨᱮᱥᱮᱫ ᱧᱮᱞ ᱢᱮ। ᱱᱚᱰᱮ ᱨᱮ ᱡᱟᱦᱟᱸ ᱵᱟᱨᱭᱟ ᱡᱤᱱᱤᱥ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱦᱚᱲ ᱜᱚᱡ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ, ᱚᱱᱟ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱧᱮᱞ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[2].goal.text	Look around before you go near the belt. Show the two things here that could kill someone today.	ᱵᱮᱞᱴ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱞᱟᱦᱟ ᱪᱟᱨᱮᱥᱮᱫ ᱧᱮᱞ ᱢᱮ। ᱱᱚᱰᱮ ᱨᱮ ᱡᱟᱦᱟᱸ ᱵᱟᱨᱭᱟ ᱡᱤᱱᱤᱥ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱦᱚᱲ ᱜᱚᱡ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ, ᱚᱱᱟ ᱩᱫᱩᱜ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[2].errors[0].consequence.text	You reached into the tail pulley to pull the coal out. The belt was live, and the pulley drew your arm in.	ᱠᱚᱭᱞᱟ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱟᱢ ᱴᱮᱞ ᱯᱩᱞᱤ ᱵᱷᱤᱛᱨᱤ ᱛᱤ ᱮᱢ ᱠᱮᱫᱟᱢ। ᱵᱮᱞᱴ ᱪᱟᱞᱩ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱟᱨ ᱯᱩᱞᱤ ᱟᱢᱟᱜ ᱛᱤ ᱵᱷᱤᱛᱨᱤ ᱚᱨ ᱮᱫᱮᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[2].onTimeout.consequence.text	You did not spot both hazards: the jammed pulley, and the loose cloth hanging near it.	ᱟᱢ ᱵᱟᱨᱭᱟ ᱡᱚᱠᱷᱚᱢ ᱵᱟᱢ ᱧᱮᱞ ᱠᱮᱫᱟ: ᱡᱟᱢ ᱮᱱ ᱯᱩᱞᱤ, ᱟᱨ ᱚᱱᱟ ᱡᱟᱦᱟᱡ ᱨᱮ ᱞᱟᱸᱰᱟ ᱟᱠᱟᱱ ᱞᱚᱦᱚᱨ ᱠᱤᱪᱷᱨᱤᱡ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[3].prompt.text	The belt is still running, and nobody works on a moving belt. Stop it first: tap the pull-cord switch and choose "Use".	ᱵᱮᱞᱴ ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟ, ᱟᱨ ᱪᱟᱞᱟᱣ ᱵᱮᱞᱴ ᱨᱮ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱠᱟᱹᱢᱤ ᱵᱟᱭ ᱠᱟᱜ-ᱟ। ᱯᱩᱭᱞᱩ ᱱᱚᱶᱟ ᱛᱮᱸᱜᱚ ᱢᱮ: ᱯᱩᱞ-ᱠᱚᱨᱰ ᱥᱩᱭᱤᱪ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱵᱮᱵᱷᱟᱨ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[3].goal.text	The belt is running, with coal packed at the tail pulley. Make it safe to work on.	ᱵᱮᱞᱴ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟ, ᱟᱨ ᱴᱮᱞ ᱯᱩᱞᱤ ᱨᱮ ᱠᱚᱭᱞᱟ ᱯᱮᱨᱮᱡ ᱟᱠᱟᱱᱟ। ᱠᱟᱹᱢᱤ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱨᱚᱠᱷᱟ ᱵᱮᱱᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[3].expect[0].label	Stop the belt with the pull cord	ᱯᱩᱞ ᱠᱚᱨᱰ ᱛᱮ ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[3].errors[0].consequence.text	You reached into the tail pulley to pull the coal out. The belt was live, and the pulley drew your arm in.	ᱠᱚᱭᱞᱟ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱟᱢ ᱴᱮᱞ ᱯᱩᱞᱤ ᱵᱷᱤᱛᱨᱤ ᱛᱤ ᱮᱢ ᱠᱮᱫᱟᱢ। ᱵᱮᱞᱴ ᱪᱟᱞᱩ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱟᱨ ᱯᱩᱞᱤ ᱟᱢᱟᱜ ᱛᱤ ᱵᱷᱤᱛᱨᱤ ᱚᱨ ᱮᱫᱮᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[3].onTimeout.consequence.text	The belt was left running while people stood beside it.	ᱦᱚᱲ ᱠᱚ ᱡᱟᱦᱟᱡ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱ ᱚᱠᱛᱮ ᱵᱮᱞᱴ ᱪᱟᱞᱟᱣ ᱛᱮᱭᱟᱜ ᱵᱟᱰᱟᱭ ᱞᱮᱱᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[4].prompt.text	The belt stops. You turn towards the switch room. Behind you, the belt starts again: someone has reset the pull cord. Your helper had leaned in to pull the coal out, and his loose gamchha has dragged his arm into the pulley.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱮᱱᱟ। ᱟᱢ ᱥᱩᱭᱤᱪ ᱨᱩᱢ ᱥᱮᱫ ᱨᱩᱣᱟᱲ ᱠᱟᱱᱟᱢ। ᱟᱢᱟᱜ ᱛᱟᱭᱚᱢ ᱨᱮ ᱵᱮᱞᱴ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱮᱱᱟ: ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱯᱩᱞ ᱠᱚᱨᱰ ᱨᱤᱥᱮᱴ ᱠᱮᱫᱟᱭ। ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱠᱚᱭᱞᱟ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱵᱷᱤᱛᱨᱤ ᱞᱩᱜᱩᱲ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱭᱟᱭ, ᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱞᱚᱦᱚᱨ ᱜᱟᱢᱪᱷᱟ ᱩᱱᱤᱭᱟᱜ ᱛᱤ ᱯᱩᱞᱤ ᱵᱷᱤᱛᱨᱤ ᱚᱨ ᱟᱠᱟᱫᱮᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[5].prompt.text	You turn towards the switch room. Behind you, the belt starts: the control room has restarted it, not knowing anyone is here. Your helper had leaned in to pull the coal out, and his loose gamchha has dragged his arm into the pulley.	ᱟᱢ ᱥᱩᱭᱤᱪ ᱨᱩᱢ ᱥᱮᱫ ᱨᱩᱣᱟᱲ ᱠᱟᱱᱟᱢ। ᱟᱢᱟᱜ ᱛᱟᱭᱚᱢ ᱨᱮ ᱵᱮᱞᱴ ᱮᱦᱚᱵ ᱮᱱᱟ: ᱠᱚᱱᱴᱨᱚᱞ ᱨᱩᱢ ᱫᱚ ᱱᱚᱰᱮ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱢᱮᱱᱟᱜ-ᱮ ᱵᱟᱭ ᱵᱟᱰᱟᱭ ᱠᱟᱛᱮ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱠᱮᱫᱟ। ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱠᱚᱭᱞᱟ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱵᱷᱤᱛᱨᱤ ᱞᱩᱜᱩᱲ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱭᱟᱭ, ᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱞᱚᱦᱚᱨ ᱜᱟᱢᱪᱷᱟ ᱩᱱᱤᱭᱟᱜ ᱛᱤ ᱯᱩᱞᱤ ᱵᱷᱤᱛᱨᱤ ᱚᱨ ᱟᱠᱟᱫᱮᱭᱟ।		
